Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Naive+PRC2i 1	LFQ intensity Naive+PRC2i 2	LFQ intensity Naive+PRC2i 3	log2 fold change	p-value
O95625;Q59H97;C9J2L2;B3KN38	O95625;Q59H97	Zinc finger and BTB domain-containing protein 11	ZBTB11	26.41511	25.62873	25.82706	26.32356	26.27918	26.17171	-0.301181793	0.555210013
O95639;B7Z7B0;H7C016;C9K0K2;H7C419	O95639;B7Z7B0	Cleavage and polyadenylation specificity factor subunit 4	CPSF4	29.04755	29.05173	29.00531	28.95798	29.0075	29.05282	0.028762182	0.389377002
O95671;B4DRF1;B3KM43;B4DN81	O95671;B4DRF1;B3KM43;B4DN81	N-acetylserotonin O-methyltransferase-like protein	ASMTL	23.40821	22.98033	22.53379	24.47414	24.32738	24.15923	-1.346143087	2.130603142
O95707;K7ERD7;A8MYC1;K7EQV2;A0A0A0MQS4;K7ESH8;K7EK50	O95707;K7ERD7;A8MYC1;K7EQV2	Ribonuclease P protein subunit p29	POP4	25.8024	26.42726	26.28277	25.98492	26.23136	25.93677	0.119796753	0.222960716
O95714;A0A0J9YVP0;A0A0J9YXQ8;A8KAQ8;Q9BVR0;B7Z2K1;Q8ND39;A0A0G2JPS8;H3BUQ1;B7Z294;O60375;H3BRG9;Q68DG8;B4DEY2;B4DE84	O95714;A0A0J9YVP0	E3 ubiquitin-protein ligase HERC2	HERC2	23.32361	22.69439	23.29207	23.58532	24.37192	23.51617	-0.721113205	0.987453663
O95716;A0A024R7G2;B2R8W8	O95716;A0A024R7G2;B2R8W8	Ras-related protein Rab-3D	RAB3D	23.36613	23.37571	23.12351	23.77445	23.87727	22.70981	-0.165393829	0.162713665
O95782;Q8N9K4;B4DXJ6;M0R2D9	O95782;Q8N9K4	AP-2 complex subunit alpha-1	AP2A1	29.35708	29.38373	29.04716	29.65046	29.82554	29.57694	-0.421656926	1.492702899
O95789;Q7L9K1;A4Z946;B4DWC0;Q05D85;X6RCN5	O95789;Q7L9K1;A4Z946;B4DWC0	Zinc finger MYM-type protein 6	ZMYM6	24.10685	23.97937	23.9955	24.1106	24.07887	24.03128	-0.046345393	0.428458122
O95801	O95801	Tetratricopeptide repeat protein 4	TTC4	25.39741	25.49622	25.31441	25.48272	25.62243	25.72783	-0.208311081	1.109078058
O95816;B3KN59;B3KM36	O95816;B3KN59;B3KM36	BAG family molecular chaperone regulator 2	BAG2	25.20583	24.84024	25.13002	25.06032	25.58632	25.55684	-0.342461268	0.774314526
O95831;E9PMA0;A0A140VK04;Q5RZ99;Q5RZA0	O95831;E9PMA0;A0A140VK04	"Apoptosis-inducing factor 1, mitochondrial"	AIFM1	22.19922	22.91092	22.49914	23.33564	22.13629	23.16468	-0.342443466	0.329665374
O95834;C9JRL6;B7Z2F5;K7EIK7;B7Z872;A0A0C4DGQ7;B7Z918;K7EQR0;K7ERY9;K7EKU5;K7ERR2;K7EIM1;G3V3N9;G3V500;K7ELI8;Q6ZMW3;Q05BV3	O95834;C9JRL6;B7Z2F5;K7EIK7;B7Z872;A0A0C4DGQ7;B7Z918	Echinoderm microtubule-associated protein-like 2	EML2	23.55953	22.09281	23.2068	23.7382	23.0386	21.23242	0.283305486	0.118973507
O95864;B3KNG5;B3KVS0;B3KNI9;B3KQG9;E5RGZ5	O95864	Fatty acid desaturase 2	FADS2	26.14746	26.80415	26.60272	26.69378	27.33994	26.85935	-0.446246465	0.746714276
O95881;V9GY50;V9GYV4	O95881	Thioredoxin domain-containing protein 12	TXNDC12	25.99149	26.07574	26.0597	25.73433	26.43808	22.41462	1.179964066	0.402857138
O95926;B2RBX8;B4E0Y8	O95926;B2RBX8;B4E0Y8	Pre-mRNA-splicing factor SYF2	SYF2	28.04088	28.17869	28.20546	27.82475	27.77988	27.95759	0.287600835	1.754813345
O95983;B3KMA8;K7EIE8;A0A0A0MTS6;A0A087WT34;A0A087X1H1	O95983;B3KMA8;K7EIE8	Methyl-CpG-binding domain protein 3	MBD3	28.37605	28.54141	28.30269	28.27604	28.36026	28.01739	0.188819249	0.687315217
O96006;A0A024RBU4;C9JXP4	O96006;A0A024RBU4	Zinc finger BED domain-containing protein 1	ZBED1;hCG_1981838	27.7442	27.94207	27.93072	27.99102	27.85929	27.98826	-0.073860804	0.404004376
O96017;A8JZZ5;H0Y820;H0Y4V6;B7ZBF7;B7ZBF6;B7ZBF2;A0A087X102;Q683Z8;C9JFD7;H7C0V7;F8WCV2;B7ZBF8	O96017;A8JZZ5;H0Y820	Serine/threonine-protein kinase Chk2	CHEK2	25.91338	25.80102	25.51833	25.88767	25.55844	25.62268	0.054642359	0.129646891
O96019;Q6FI97;Q53FS0;H7C5S0;D3DNS0;O94805	O96019;Q6FI97;Q53FS0;H7C5S0	Actin-like protein 6A	ACTL6A;BAF53A	29.98087	29.87056	29.99118	29.92846	29.90038	29.88107	0.044232686	0.467000375
O96028;Q05CW4;D6R9V2;H0Y9U6;H0Y9L4;D6RIS1	O96028	Histone-lysine N-methyltransferase NSD2	WHSC1	22.13072	22.64799	22.30318	22.52181	21.54713	22.22933	0.261207581	0.329444834
P02461	P02461	Collagen alpha-1(III) chain	COL3A1	25.54005	25.82206	25.63569	25.36215	25.59773	22.02737	1.336852392	0.506120607
P02545;Q5I6Y5;Q8N519;H0YAB0;A0A0C4DGC5;W5X314;REV__Q5VX52;REV__A0A1W2PQB0	P02545;Q5I6Y5;Q8N519	Prelamin-A/C;Lamin-A/C	LMNA	34.10283	33.94096	34.07949	34.23299	33.97229	34.1763	-0.086102804	0.386065019
P04181;A0A140VJQ4;Q59HE2	P04181;A0A140VJQ4	"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form"	OAT	25.41677	25.84141	25.58167	26.64417	26.55485	26.05213	-0.803762436	1.651515769
P04198;Q7Z7Q9;Q9UMQ5;B4DP83;A0A1W2PPD9;B4DRZ1	P04198;Q7Z7Q9;Q9UMQ5;B4DP83;A0A1W2PPD9;B4DRZ1	N-myc proto-oncogene protein	MYCN;N-myc	24.37378	24.24009	24.42272	24.08026	24.25198	24.34415	0.120066961	0.56322056
P04350;B4DJ43;B4DE77;B4DFH6;M0R2D3;M0R278;M0QY85;M0R0X0;M0QY37;M0QX14;M0QZL7;M0QYM7;M0R042;M0R1I1;M0R2T4;A0A075B724	P04350;B4DJ43;B4DE77;B4DFH6	Tubulin beta-4A chain	TUBB4A	29.61006	29.87786	29.69548	29.68782	29.90067	29.30411	0.096934636	0.194161302
P04899;B3KX51;Q96C71;Q93020;B3KP24;Q6LCB5;A0A1W2PRE1;A2A2R6;A0A1W2PQK2;A0A087WTB6;Q5JWD1;H0Y7E8;A0A087WZE5;A0A024R2Z1;P11488;A8MTJ3	P04899;B3KX51;Q96C71;Q93020;B3KP24	Guanine nucleotide-binding protein G(i) subunit alpha-2	GNAI2;WUGSC:H_LUCA16.1	26.34753	27.15644	26.66139	26.92456	27.21854	26.71777	-0.231838862	0.347552127
P05023;B7Z3V1;P13637;A0A0A0MT26;M0R116;Q53ES0;B7Z9V4;B7Z1N5;B7Z1Q9;B7Z3F8;B3KV59;B2RAQ4;P50993;A0A0S2Z3W6;B1AKY9;B3KRI1;B3KSY7;B3KX35;B3KNQ8;B4DIQ8;H0Y7C1;B3KW93;Q58I23;B4E0R9;P54707;Q5TC01;B4DHD7;A0A0S2Z3D3;Q5TC02;E9PRA5;B4DRW5;M0QXF2;Q58I22;Q58I21	P05023;B7Z3V1	Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1	24.21319	24.48769	24.27512	24.30424	25.3396	24.29137	-0.319737116	0.375518752
P05114;A6NL93;Q6NSG7;Q3B790;A6NEL0;F2Z2W6;F2Z2Y5;H7BXJ5;A0A024R2A3;D3DWY4	P05114;A6NL93;Q6NSG7;Q3B790;A6NEL0	Non-histone chromosomal protein HMG-14	HMGN1	28.18924	27.65874	27.98788	27.54819	27.26607	27.67936	0.447415034	1.067928936
P05141;Q6NVC0;O75961	P05141;Q6NVC0	"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed"	SLC25A5	27.08132	27.18471	26.96796	28.34431	28.41559	27.53638	-1.020762761	1.617373506
P05187;B2R7C7;B4DNF3;A0A024R4A2;P09923	P05187;B2R7C7	"Alkaline phosphatase, placental type;Alkaline phosphatase"	ALPP	24.32828	24.34929	24.1922	24.65453	24.74981	23.10745	0.119326909	0.0786798
P05387;A0A024RCA7;H0YDD8	P05387;A0A024RCA7	60S acidic ribosomal protein P2	RPLP2	26.01208	26.51938	26.33448	25.30271	25.88327	25.43033	0.749876022	1.506389123
P05388;A8K4Z4;A0A024RBS2;Q53HW2;Q53HK9;F8VWS0;Q6NSF2;F8VU65;B4E3D5;F8VW21;G3V210;F8VPE8;Q8NHW5;F8VZS0;F8VRK7;F8VQY6;F8VS58;F8VWV4;Q3MHV2;F8W1K8	P05388;A8K4Z4;A0A024RBS2;Q53HW2;Q53HK9;F8VWS0;Q6NSF2;F8VU65;B4E3D5;F8VW21;G3V210;F8VPE8;Q8NHW5;F8VZS0;F8VRK7;F8VQY6	60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like	RPLP0;RPLP0P6	25.91445	26.66289	26.12676	26.4803	26.95582	26.32536	-0.352462769	0.530688559
P05423;D3DSR2;E5RHT4;E7EQ68;B4DIQ4	P05423;D3DSR2;E5RHT4	DNA-directed RNA polymerase III subunit RPC4	POLR3D	26.07623	25.9299	26.01009	25.97373	26.1293	25.97251	-0.019771576	0.106315033
P05556;C9JPK5;E7ERX5;Q5T3E6;E9PLR6;E7EUI6;E7EQW5;C9JJP8;Q5T3E5;E9PQJ2	P05556	Integrin beta-1	ITGB1	24.47692	25.06624	24.96089	25.15823	25.05101	24.49076	-0.065314611	0.084032615
P06132;A0A1B0GVN9;A0A1B0GVZ4;H0Y5R6;Q5T446;B4DHV6;B4DEM5;Q71UD4;B0AZT7;Q71UD5	P06132;A0A1B0GVN9;A0A1B0GVZ4;H0Y5R6;Q5T446	Uroporphyrinogen decarboxylase	UROD	24.72733	25.5491	25.35897	24.93647	24.9904	24.72401	0.328175863	0.55663132
P06730;Q32Q75;X5D7E3;D6RBW1;B7Z2T1;H0Y8J7;D6RFJ3;D6RHE2;H0Y8X3	P06730;Q32Q75;X5D7E3;D6RBW1;B7Z2T1;H0Y8J7	Eukaryotic translation initiation factor 4E	EIF4E	27.61267	27.61681	27.35934	27.28912	27.51623	27.37327	0.136733373	0.562498514
P06746;E7EW18;Q53EV2;I1WZN9;H0YBJ0;E5RIJ0;H0YBX1;B7Z1W5;Q6LBJ9;E9PIC6;H0YAV8;E5RG65;E5RJ55;E5RHZ4	P06746;E7EW18;Q53EV2;I1WZN9;H0YBJ0;E5RIJ0	DNA polymerase beta	POLB	27.35951	27.40925	27.17245	27.29299	27.21974	27.4271	0.000460307	0.001593751
P07108;B8ZWD8;B8ZWD1;A0A024RAF2;A0A0A0MTI5;B8ZWD9	P07108;B8ZWD8;B8ZWD1;A0A024RAF2;A0A0A0MTI5;B8ZWD9	Acyl-CoA-binding protein	DBI	23.93814	24.25811	24.55245	24.31596	24.28849	23.83663	0.102536519	0.163584414
P07195;Q5U077;A8MW50;C9J7H8;F5H793;F5H5G7;F5H155;P07864;A0A087WUM2;G3XAP5;F5H245;Q59G78;G9BCY7;G9BCY8;D6NKH9;A0A140VKA7;Q6ZMR3;Q96L19	P07195;Q5U077;A8MW50;C9J7H8;F5H793	L-lactate dehydrogenase B chain;L-lactate dehydrogenase	LDHB	28.48704	28.47518	28.14667	28.6514	29.0787	28.47904	-0.366751989	0.806705864
P07199;Q71VN3;Q71VN4	P07199	Major centromere autoantigen B	CENPB	25.71327	25.53902	25.59446	25.51437	25.54628	25.96029	-0.058064143	0.140972502
P07237;A0A024R8S5;H7BZ94;B4DUA5;B4DLN6;B4DNL5;H0Y3Z3;Q96C96;I3L398;I3L312;B4DJS0;B3KTQ9;I3NI03;I3L4M2;I3L3U6;I3L3P5;I3L0S0;B4DNP9;I3L514;I3L1Y5	P07237;A0A024R8S5;H7BZ94;B4DUA5;B4DLN6;B4DNL5;H0Y3Z3;Q96C96	Protein disulfide-isomerase	P4HB	28.03128	28.18787	27.86927	28.4822	28.74858	28.31493	-0.48576355	1.445038755
P07305	P07305	"Histone H1.0;Histone H1.0, N-terminally processed"	H1F0	30.27442	29.86868	30.1055	30.67632	30.16663	30.26897	-0.287772497	0.668944259
P07355;A0A024R5Z7;V9HW65;H0YN42;H0YMU9;H0YMD0;A6NMY6;H0YM50;H0YKS4;B4DNH8;B3KRQ1;H0YNP5;H0YL33;H0YMM1;H0YN28;H0YKX9;H0YMT9;H0YLV6;H0YKZ7;H0YMW4;H0YKL9;H0YKV8;H0YNA0;H0YMD9;H0YN52;H0YNB8;H0YKN4;H0YLE2	P07355;A0A024R5Z7;V9HW65;H0YN42;H0YMU9;H0YMD0;A6NMY6;H0YM50;H0YKS4;B4DNH8;B3KRQ1;H0YNP5	Annexin A2;Annexin;Putative annexin A2-like protein	ANXA2;HEL-S-270;ANXA2P2	31.62949	31.65181	31.50616	31.35126	31.66738	31.34842	0.140135447	0.536954327
P07384;A0A024R5A3;A0A024R580;B4DWH5;B4DS85	P07384;A0A024R5A3;A0A024R580;B4DWH5	Calpain-1 catalytic subunit	CAPN1	25.19107	24.14857	24.81948	25.45986	25.21568	24.49283	-0.33641688	0.328712937
P07437;Q5SU16;Q5JP53;B7ZAF0;B4DY90;Q6LC01;Q5ST81;B7ZAK1;B4DQN9;B4E052;Q9BUU9;B4DMU8;B4DXZ5;Q96B85;Q1KSF8;B4DMJ5;Q6P602;A4UCU2	P07437;Q5SU16;Q5JP53;B7ZAF0;B4DY90;Q6LC01;Q5ST81;B7ZAK1;B4DQN9;B4E052;Q9BUU9;B4DMU8;B4DXZ5;Q96B85;Q1KSF8;B4DMJ5	Tubulin beta chain	TUBB;XTP3TPATP1	30.18672	31.03512	30.4648	30.60585	30.78308	30.23672	0.020328522	0.022858166
P07737;K7EJ44;I3L3D5	P07737;K7EJ44	Profilin-1	PFN1	31.60739	31.54047	31.5466	31.53162	31.69121	31.47213	-0.000165304	0.00078325
P07741;H3BQF1;H3BQZ9;H3BQB1;H3BSW3;Q12898	P07741;H3BQF1;H3BQZ9;H3BQB1;H3BSW3	Adenine phosphoribosyltransferase	APRT	25.49796	24.97815	25.18794	25.63871	25.69008	25.27064	-0.311794917	0.709759548
P07814;Q3KQZ8;V9GYZ6;B4DKX5;H6WCP5;B4DP50;V9GZ76	P07814;Q3KQZ8;V9GYZ6;B4DKX5;H6WCP5	Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	EPRS	28.20588	28.49823	28.22398	28.46712	28.77674	28.35022	-0.221996943	0.630698333
P08047;Q59EY3;Q9NR52;H3BUU5;C4PGM0	P08047;Q59EY3	Transcription factor Sp1	SP1	27.13594	26.72637	26.99442	26.91456	26.71947	26.75226	0.156817118	0.511325481
P08240;Q6IAX9;A0A024R3M0	P08240;Q6IAX9;A0A024R3M0	Signal recognition particle receptor subunit alpha	SRPR	27.11217	27.30765	27.28012	27.25908	27.19319	26.64293	0.201581955	0.419748498
P08243;F8WEJ5;C9J057;C9JT45;C9JM09;C9JLN6	P08243;F8WEJ5	Asparagine synthetase [glutamine-hydrolyzing]	ASNS	29.49299	29.61865	29.48612	29.88116	30.09157	29.75823	-0.377733866	1.623093242
P08579;B5BTZ8;Q86YK2	P08579;B5BTZ8	U2 small nuclear ribonucleoprotein B	SNRPB2	27.48247	27.48047	27.63319	27.64327	27.54576	27.53949	-0.044133504	0.29450538
P08670;V9HWE1;Q53HU8;B0YJC4;B3KRK8;B0YJC5;A0A1B0GUA0;A0A1B0GTT5;Q5JVS8;A0A1B0GVG8;B3KWQ6;P41219;H7C5W5;A0A0S2Z4T0;K7EKH9;K7EJU1;B4E192;F8W835;B4DJW0;K7ELP4;K7EMP8;B4DIR1;A0A1W2PR46;P14136	P08670;V9HWE1;Q53HU8;B0YJC4;B3KRK8	Vimentin	VIM;HEL113	33.67514	33.74023	33.21564	34.05432	33.43067	33.00367	0.047453562	0.046823477
P08708;H0YN88;A0A075B716;H0YN73;H3BNC9;A4D1Q6	P08708;H0YN88;A0A075B716	40S ribosomal protein S17	RPS17	27.74015	28.49427	27.83954	27.92835	28.3359	27.7313	0.026132584	0.029696854
P08727;C9JM50	P08727;C9JM50	"Keratin, type I cytoskeletal 19"	KRT19	30.86902	30.87166	30.73788	31.17337	30.94035	31.63746	-0.424208323	0.946958811
P09382	P09382	Galectin-1	LGALS1	24.22641	24.94217	24.30696	24.05391	22.4357	22.4695	1.505475362	1.219785356
P09884;A6NMQ1;A0A087WU64	P09884;A6NMQ1;A0A087WU64	DNA polymerase alpha catalytic subunit;DNA polymerase	POLA1	29.12186	29.18274	29.29347	28.9629	29.06892	29.16521	0.133681615	0.802015344
P0C7T5;G1UI23	P0C7T5;G1UI23	Ataxin-1-like	ATXN1L	22.27779	23.04195	22.47353	23.38754	23.49299	23.1869	-0.758055369	1.432571576
P0DKX0	P0DKX0	Zinc finger protein 728	ZNF728	25.502	25.53407	25.62349	25.11311	25.27302	25.09656	0.392292658	2.372358039
P0DMV8;P0DMV9;A0A0G2JIW1;A8K5I0;A0A1U9X7W4;Q59EJ3;B4DWK5;B4DI39;B4DNT8;B4DFN9;B4E388;B4E1S9;B4DVU9;V9GZ37;B3KTT5;B4DNX1;B4E1T6;B4DNV4;Q9UQC1	P0DMV8;P0DMV9;A0A0G2JIW1;A8K5I0;A0A1U9X7W4;Q59EJ3;B4DWK5;B4DI39;B4DNT8;B4DFN9;B4E388;B4E1S9;B4DVU9;V9GZ37;B3KTT5;B4DNX1;B4E1T6	Heat shock 70 kDa protein 1A;Heat shock 70 kDa protein 1B	HSPA1A;HSPA1B;HEL-S-103	31.30122	31.27814	31.14765	31.04218	31.14133	30.93754	0.20198377	1.250747312
P0DN76;Q01081;B5BU08;Q7Z780;Q8WU68;A0A1B0GW87;M0QYK5;Q69YM7;M0R2N4;K7EJH3;K7EJM7	P0DN76;Q01081;B5BU08	Splicing factor U2AF 35 kDa subunit	U2AF1	31.73937	31.8492	31.69374	31.66649	31.69246	31.57141	0.117319107	0.929205505
P0DN79;P35520;B7Z2D6;B7Z6W5;Q9NTF0;C9JMA6;Q96EH7;H7C2H4	P0DN79;P35520;B7Z2D6;B7Z6W5;Q9NTF0	Cystathionine beta-synthase	CBS;DKFZp727E011	26.23394	25.86517	26.11494	26.45469	26.26299	26.46239	-0.322007497	1.194309984
P0DP23;H0Y7A7;B2RDW0;P0DP25;B4DJ51;P0DP24;Q9BRL5;E7EMB3;E7ETZ0;A8K1M2;Q96HY3;M0QZ52;G3V361;F8WBR5;G3V226;G3V479;P27482;C9J7T9;B4DUI9;P02585	P0DP23;H0Y7A7;B2RDW0;P0DP25;B4DJ51;P0DP24;Q9BRL5;E7EMB3;E7ETZ0;A8K1M2;Q96HY3;M0QZ52;G3V361		CALM2;CALM3;CALM1	29.49854	29.79546	29.55666	29.72525	29.59562	29.68619	-0.052139282	0.204098752
P10244;A0A0C4DG19;Q708E9;E9PJF1;E9PQQ2;D0QYQ8;E9PLN0;Q708E1;Q70AC3;E9PPL8;A0A087WTI6;D0QYR0;Q708J0;Q495G0;F8W8G5;Q708E2;E9PMQ0;Q708E3;E9PIW4;A0A0A1HAV8;P10242;E9PKZ3;E9PN43;E9PNH6;Q708E5;D0QYQ9;E9PN92;E9PMZ0;E9PJ96;Q708E8;Q14025;Q708E6;E9PJT2;P10243	P10244	Myb-related protein B	MYBL2	26.5323	25.80723	25.88302	25.86712	26.05364	25.91203	0.129917145	0.212868881
P10696;Q9UIL6	P10696	"Alkaline phosphatase, placental-like"	ALPPL2	26.02191	26.17657	25.917	26.56036	26.60668	26.20671	-0.419418971	1.334065433
P10809;A0A024R3X4;B7Z597;B3GQS7;B7Z5E7;B7Z4F6;B7Z532;Q53SE2;E7ESH4;E7EXB4;Q53QD5;B9VPB4;B9VP19;C9JL25;A0A0S2Z415;C9JCQ4;C9JL19;C9J0S9	P10809;A0A024R3X4;B7Z597;B3GQS7;B7Z5E7;B7Z4F6	"60 kDa heat shock protein, mitochondrial"	HSPD1	29.05126	29.60468	29.33439	30.12891	30.36108	29.32391	-0.607854207	0.796525019
P11021;V9HWB4;B4DEF7	P11021;V9HWB4	78 kDa glucose-regulated protein	HSPA5;HEL-S-89n	30.24604	30.51794	30.22262	30.59619	30.96815	30.33575	-0.304499944	0.668766768
P11142;V9HW22;E9PKE3;Q53GZ6;Q96IS6;B3KTV0;E9PNE6;Q53HF2;E9PN89;B4DTX2;E9PLF4;E9PQK7;E9PQQ4;E9PPY6;E9PN25;E9PI65;A4D111	P11142;V9HW22;E9PKE3;Q53GZ6;Q96IS6;B3KTV0;E9PNE6;Q53HF2	Heat shock cognate 71 kDa protein	HSPA8;HEL-S-72p	33.51383	33.71283	33.5535	33.48171	33.72832	33.21688	0.11774826	0.299432162
P11177;C9J634;F8WF02;Q59G68	P11177;C9J634;F8WF02	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"	PDHB	26.52295	26.7637	26.35209	27.38583	27.36302	27.1755	-0.761873881	2.293893349
P11216;Q59GM9;B4DSD8;Q8TDG6;H0Y4Z6	P11216;Q59GM9;B4DSD8	"Glycogen phosphorylase, brain form;Alpha-1,4 glucan phosphorylase"	PYGB	31.52379	31.51409	31.31425	31.27692	31.70145	31.4701	-0.032112122	0.080739315
P11274;B4E065;Q12843;Q12844;A0A024R1B9;E7E8T7;A0A127KQ99;Q6QME9;H0Y554;A2RQD6;B0ZRR0;A9YD18;Q6QJE4;J7M5B9;B4DLK4;A2RQD7;Q8TDA2;Q6QJE9	P11274;B4E065;Q12843;Q12844;A0A024R1B9;E7E8T7	Breakpoint cluster region protein	BCR;BCR-ABL1	24.31098	25.02026	24.61476	25.08699	25.21586	24.94248	-0.433111191	0.919093532
P11387;B9EG90;Q9BVT2;Q6PK95;Q6NWZ5;H0YBR3;Q8TBP3;H0YAR3;H0YC03;E5RGE7;E5RGR4;E5RFE3;E5RGR2	P11387;B9EG90	DNA topoisomerase 1	TOP1	33.07524	32.9451	33.04272	32.99014	32.88165	32.85582	0.111816406	0.920125748
P11388;J3KTB7	P11388	DNA topoisomerase 2-alpha	TOP2A	32.64575	32.60558	32.86175	32.78369	32.6851	32.86548	-0.073729197	0.317388992
P11586;A0A024R652;F5H2F4;B7Z809;V9GYY3	P11586;A0A024R652;F5H2F4;B7Z809	"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed"	MTHFD1	30.23558	30.24195	30.09018	30.1683	30.3911	30.16279	-0.051494598	0.223231658
P11940;A0A024R9C1;B4DZW4;E7EQV3;E7ERJ7;A0A087WTT1;B4DQX0;B3KT93;A0A024R9E2;H0YAR2;Q9H361;Q3ZCS4;Q5VX58;Q2VIP3;H0YBN4;H0YAP2;H0YB75;E5RJB9;H0YAS6;H0YB86;E5RGH3;E5RH24;Q4VXU2;H0YAS7;H0YC10;E5RHG7;L0R533;H0YAW6;A8K8J2;B4DM75;E5RGC4;Q96DU9;E5RFD8	P11940;A0A024R9C1;B4DZW4;E7EQV3;E7ERJ7;A0A087WTT1;B4DQX0;B3KT93;A0A024R9E2;H0YAR2	Polyadenylate-binding protein 1;Polyadenylate-binding protein	PABPC1	30.105	30.0544	29.82235	30.01717	30.37534	30.09258	-0.167782466	0.52964529
P12081;B3KWE1;Q52NV4;B4DDD8;E7ETE2;B4DEA2;B4E1C5;B2R7G6;P49590;B4DQ67;B4DSY5;B4DDN8;D6RJE6;D6RF05	P12081;B3KWE1;Q52NV4;B4DDD8;E7ETE2;B4DEA2;B4E1C5	"Histidine--tRNA ligase, cytoplasmic"	HARS;HRS	25.85443	25.84213	26.02954	25.98298	26.43841	25.93623	-0.210507075	0.543199001
P12270;Q58F23;Q504U6;A0PJC9;Q9UE33;Q5SWX9	P12270	Nucleoprotein TPR	TPR	33.91705	33.75215	33.93509	33.88112	33.6516	33.87234	0.066407522	0.281439304
P12429;D6RA82;D6RFG5;D6RFJ9;D6RCA8;D6RAZ8	P12429;D6RA82	Annexin A3;Annexin	ANXA3	28.58799	28.27075	28.31928	28.45619	28.47634	28.317	-0.023832957	0.075722546
P13010;Q53T09;Q53TC2;H7C0H9	P13010;Q53T09	X-ray repair cross-complementing protein 5	XRCC5	33.51653	33.62429	33.53461	33.48532	33.52799	33.42004	0.080698649	0.81615079
P13639;Q8TA90;B4DPU3;Q6PK56;B4DRE8;B4DMC6;Q6W6M8	P13639;Q8TA90;B4DPU3;Q6PK56	Elongation factor 2	EEF2	32.3113	32.37127	32.22018	32.23061	32.49159	32.16821	0.004112244	0.012537803
P13667;A0A090N8Y2;C9JMN9	P13667;A0A090N8Y2	Protein disulfide-isomerase A4	PDIA4;ERP70	27.70853	27.7055	27.40235	27.67808	28.09939	27.88681	-0.282635371	0.826728662
P13807;B7Z806;B7Z6I6;Q53ER0;A8K6K7;M0QYU1;B7Z8P0	P13807;B7Z806;B7Z6I6;Q53ER0;A8K6K7	"Glycogen [starch] synthase, muscle"	GYS1	24.64581	24.94329	24.84374	25.12155	25.17558	24.40561	-0.089968999	0.125178584
P14324;B3KMW3;A0A087X1D8;A0A087WVN4;Q14329;A0A087X090;A0A087WTP2	P14324;B3KMW3;A0A087X1D8;A0A087WVN4;Q14329	Farnesyl pyrophosphate synthase	FDPS	26.44004	26.68365	26.51346	26.51833	27.0878	26.74804	-0.23900795	0.591817635
P14635;E9PC90;H1UBN2;D6RHI0;H0YA62;Q9BWU8;Q9BWV0;Q9BWU9;Q9BPX9;Q9BWU7	P14635;E9PC90;H1UBN2	G2/mitotic-specific cyclin-B1	CCNB1;CCNB1V	26.22201	26.83954	26.41212	25.87479	26.25117	26.14647	0.400416692	0.869468538
P14735;Q59GA5;B3KSB8;B7Z7W6;Q5T5N3	P14735;Q59GA5;B3KSB8;B7Z7W6	Insulin-degrading enzyme	IDE	25.54998	25.44452	25.35948	25.88362	26.32418	25.85162	-0.56848081	1.606472104
P15428;E9PBZ2;Q9NZQ5;E9PD69;D6RHF8;D6RA66;D6RA83	P15428;E9PBZ2;Q9NZQ5;E9PD69	15-hydroxyprostaglandin dehydrogenase [NAD(+)]	HPGD;PGDH	24.8169	25.06353	25.00881	25.1264	25.25983	24.92999	-0.142328262	0.513528
P15531	P15531	Nucleoside diphosphate kinase A	NME1	24.51725	24.65758	24.25775	23.97876	24.54563	24.51123	0.132319768	0.239495835
P15880;Q3KQT6;Q6IPX5;Q8N5L9;Q8J014;H0YEN5;E9PQD7;E9PMM9;Q8NI61;E9PPT0;I3L404;Q9BSW5;E9PM36;O60249;A4D0Y7;D3DU83;H0YE27;Q6ZNN8;H3BNG3	P15880;Q3KQT6;Q6IPX5;Q8N5L9;Q8J014;H0YEN5;E9PQD7;E9PMM9;Q8NI61;E9PPT0;I3L404;Q9BSW5	40S ribosomal protein S2	RPS2;rps2;OK/KNS-cl.7	28.44735	28.8173	28.19112	29.07788	29.3096	28.79377	-0.575163523	1.150378531
P15924;Q4LE79;B4E2A0;B4DKX6;B4DWT7;G1UI31;Q6ZP16	P15924;Q4LE79	Desmoplakin	DSP;DSP variant protein	31.59464	31.38803	31.23569	31.74719	31.58199	32.12149	-0.410772324	1.011953221
