Accession	naive_primed	primed_primed2i	naive_naive2i
HECTD1	1.48E-11	0.303483821	0.587191345
HECTD2	6.22E-29	0.038641687	0.599854199
HECTD3	2.94E-28	0.407217849	0.022380428
HECTD4	1.15E-11	0.715494415	0.969296511
HECW1	1.21E-16	0.847675818	0.344875886
HECW2	1.62E-26	0.8537726	0.816233247
HEG1	1.75E-08	0.00571805	2.04E-05
HEIH	0.392813737	0.15916837	0.995678031
HELB	1.11E-32	0.091130638	0.934833238
HELLPAR	0.088726214	0.979435746	0.151914683
HELLS	9.22E-18	0.075861841	0.208457072
HELQ	0.002491365	0.238613873	0.100401211
HELZ	3.41E-05	0.7352272	0.049850403
HELZ2	5.41E-21	0.015243997	0.015162519
HEMK1	2.70E-05	0.180948604	0.538222409
HEPH	1.78E-110	0.981858787	0.611479558
HERC1	0.880617774	0.519117888	0.949860565
HERC2	1.87E-19	0.077838043	0.292328038
HERC2P10	0.853547085	0.665817747	0.77505741
HERC2P2	5.97E-09	0.098115315	0.412043649
HERC2P3	1.52E-47	0.926921275	0.284664187
HERC2P5	0.016038469	0.288472396	0.6919697
HERC2P9	0.003076906	0.067865248	0.989425201
HERC3	0.765490788	0.507720881	0.928058425
HERC4	0.000140547	0.463807012	0.827109761
HERC5	7.55E-48	0.175492054	0.000290447
HERC6	0.088884328	0.234321656	0.001344943
HERPUD1	1.54E-50	0.742388553	0.014303987
HERPUD2	2.28E-25	0.44642661	0.501212079
HES1	2.24E-94	0.002684564	0.419581696
HES2	3.43E-28	0.59853806	0.141691931
HES3	2.97E-08	0.000202415	0.897880069
HES4	2.52E-96	0.324095616	0.013879106
HES6	2.60E-07	0.000156952	0.765407672
HES7	0.000642559	0.452678235	0.852720566
HESX1	0.000270352	0.702710035	0.457315588
HEXA	4.16E-08	0.745221937	0.876555794
HEXA-AS1	0.593406683	0.525129429	0.834077763
HEXB	0.0164543	0.906691533	0.001446044
HEXD	0.004689889	0.8790994	0.248007837
HEXD-IT1	0.098081907	0.429835393	0.719629147
HEXIM1	9.80E-08	0.560807372	0.054658012
HEXIM2	0.135815708	0.864198699	0.999017582
HEY1	1.39E-08	0.003868848	0.44301098
HEY2	7.58E-27	0.286174612	0.376088717
HEYL	3.09E-08	0.008066011	0.952122986
HFE	2.05E-08	0.390256605	0.260544422
HFM1	0.995010257	0.578388997	0.287258204
HGF	0.090882363	0.138725455	0.589891667
HGH1	2.55E-24	0.826283549	0.613732255
HGS	0.0357121	0.464791726	0.001053932
HGSNAT	0.049478149	0.58199251	0.539738441
HHEX	7.55E-15	0.749219601	0.99031552
HHIP	0.589045241	0.723586913	0.805277425
HHIPL1	0.084633161	0.951565395	0.118004087
HHLA1	2.08E-12	0.211498681	0.480525137
HHLA3	2.23E-08	0.16794898	0.982115768
HIBADH	0.001838082	0.00350593	0.173213677
HIBCH	1.19E-09	0.185479574	0.704644739
HIC1	0.059029451	0.95057098	0.109928465
HIC2	3.73E-131	0.781156077	0.274250313
HID1	1.84E-08	0.431483584	0.595455134
HIF1A	4.14E-71	0.094644121	0.192036851
HIF1AN	0.001265113	0.414431938	0.892026291
HIF3A	1.58E-45	0.292417707	0.620688936
HIGD1A	1.59E-13	0.643849515	0.234191112
HIGD2A	0.006537603	0.473662698	0.52531543
HIKESHI	0.000162186	0.48847462	0.031380983
HILPDA	7.16E-07	0.725760419	0.401390907
HINFP	0.936897863	0.834648978	0.99256332
HINT1	3.46E-05	0.793193474	0.802763739
HINT2	0.492003545	0.399266217	0.050631044
HINT3	0.014951218	0.200899486	0.10421095
HIP1	3.51E-21	0.00331511	0.003137084
HIP1R	1.57E-100	1.84E-05	0.86694547
HIPK1	0.334054462	0.561568019	0.797526839
HIPK1-AS1	0.206080249	0.224435008	0.15615468
HIPK2	2.20E-57	0.306806334	6.78E-05
HIPK3	8.90E-66	0.118472915	0.353027897
HIPK4	0.858944635	0.984848854	0.6788122
HIRA	0.399077038	0.888491657	0.513885873
HIRIP3	0.203713565	0.148929724	0.224846785
HIST1H1B	0.006578781	0.985942715	0.052210955
HIST1H1C	0.24541841	0.21404893	0.086262747
HIST1H1D	0.104590918	0.962967155	0.818840493
HIST1H1E	0.009316249	0.340071079	0.5230769
HIST1H2AB	0.263665582	0.759522857	0.574136005
HIST1H2AC	0.09773749	0.756732049	0.02198128
HIST1H2AE	0.082322894	0.633304468	0.528272779
HIST1H2AG	0.012459676	0.542728397	0.370802347
HIST1H2AH	0.768594334	0.731776519	0.701887509
HIST1H2AI	0.364083372	0.148647486	0.597643859
HIST1H2AJ	0.681238992	0.092326175	0.253672689
HIST1H2AL	0.373028468	0.702118022	0.62877429
HIST1H2APS4	0.55563635	0.228692506	0.655891278
HIST1H2BC	0.023387608	0.923410646	0.282387212
HIST1H2BD	0.656761982	0.642308345	0.085172651
HIST1H2BE	0.554494589	0.489061002	0.12446215
HIST1H2BF	0.066061547	0.239202097	0.404341171
HIST1H2BG	0.001997438	0.449790696	0.144659113
HIST1H2BH	0.100797457	0.20611591	0.296937472
HIST1H2BI	0.310512452	0.424483734	0.490501465
HIST1H2BJ	0.094530283	0.978823234	0.684256229
HIST1H2BK	0.958609884	0.878711599	0.820056618
HIST1H2BL	0.156859731	0.540081032	0.071759309
HIST1H2BM	0.01897684	0.50700884	0.544642714
HIST1H2BN	0.253057062	0.871982301	0.518412954
HIST1H2BO	0.784571394	0.779964012	0.983195197
HIST1H3A	0.000852508	0.772303536	0.03906927
HIST1H3B	0.091145457	0.479406681	0.687091985
HIST1H3E	0.127800884	0.635727451	0.233492817
HIST1H3F	0.08476741	0.297676163	0.406391342
HIST1H3G	0.024373516	0.756016893	0.343650117
HIST1H3H	0.542301946	0.541973307	0.098825508
HIST1H3I	0.005260557	0.201974379	0.015709092
HIST1H3J	0.278131023	0.553191034	0.341062667
HIST1H4A	0.069944266	0.487867119	0.412327157
HIST1H4B	0.059424368	0.986430013	0.110082056
HIST1H4C	0.005959042	0.173802079	0.501048182
HIST1H4D	0.135021082	0.469571411	0.08182968
HIST1H4E	0.555555995	0.353864253	0.851887645
HIST1H4F	0.098522388	0.72215743	0.338609506
HIST1H4H	0.178512388	0.749278197	0.578649004
HIST1H4I	0.885914464	0.138378462	0.222906373
HIST1H4L	0.069864871	0.84285772	0.177860025
HIST2H2AB	0.004778247	0.25209622	0.478728303
HIST2H2AC	0.814994156	0.380966501	0.591504174
HIST2H2BC	0.214849585	0.163009865	0.019904979
HIST2H2BD	0.164478745	0.165438437	0.504221368
HIST2H2BE	0.892326757	0.781566253	0.815729652
HIST2H2BF	0.049063288	0.279468552	0.109548301
HIST4H4	0.000238851	0.540763849	0.193574769
HIVEP1	3.68E-07	0.431054121	0.518308244
HIVEP2	3.20E-97	0.001766205	0.906576378
HIVEP3	0.000332478	0.439738196	0.502128041
HJURP	1.21E-12	0.948505377	0.173182182
HJV	0.771117769	0.198987315	0.429277221
HK1	2.82E-12	0.116950402	0.038886704
HK2	5.07E-05	0.184749407	0.055121669
HK2P1	0.616220564	0.34528498	0.872744823
HKDC1	0.041640766	0.907885575	0.000300252
HLA-A	2.99E-161	0.227285513	0.439377505
HLA-B	0.021345076	0.007342679	0.121295598
HLA-C	1.68E-14	0.018658418	0.203516933
HLA-DMA	0.10473087	0.456207261	0.168770482
HLA-DPA1	0.36613601	0.976310017	0.919883087
HLA-DPB1	3.97E-05	0.490044803	0.276246163
HLA-DPB2	0.041778293	0.617970494	0.941518151
HLA-DQA1	3.79E-07	0.958363227	0.364395573
HLA-DQB1	3.13E-71	0.087354454	0.081934029
HLA-DRB1	1.02E-15	0.73357603	0.558104044
HLA-DRB5	2.66E-07	0.541377051	0.246819941
HLA-E	0.838734533	0.986455447	0.59002073
HLA-F	2.46E-33	0.226907507	0.016613457
HLA-F-AS1	0.05908876	0.566791514	0.377557807
HLA-G	0.082025309	0.000373802	0.190305433
HLA-H	0.266669994	0.141288458	0.630373165
HLA-L	0.062597365	0.896717838	0.801498781
HLCS	0.176921631	0.171480124	0.948084701
HLF	0.001032725	0.523261316	0.984899854
HLTF	0.268748781	0.844028766	0.018447455
HLX	0.006479461	0.48224915	0.940434716
HM13	8.02E-45	0.938966555	0.943986037
HM13-AS1	0.044681185	0.26424633	0.245997633
HM13-IT1	0.005602028	0.690292814	0.216569673
HMBOX1	0.086703703	0.944133377	0.762935815
HMBS	0.015789736	0.439734254	0.863254904
HMCES	0.082389617	0.781164883	0.150353488
HMCN1	1.91E-22	0.029575026	0.50964972
HMCN2	2.62E-21	0.801725715	0.084090991
HMG20A	3.40E-56	0.450415481	0.110960359
HMG20B	7.54E-09	0.037641104	0.174900841
HMGA1	8.45E-21	0.793460412	0.915548837
HMGA1P1	0.735429593	0.611007806	0.551254069
HMGA1P2	0.055339386	0.618888107	0.628640642
HMGA1P3	0.879969462	0.826101206	0.060596685
HMGA1P4	0.45518484	0.573382611	0.301996386
HMGA1P8	0.002695799	0.934567264	0.972855877
HMGA2	2.57E-283	0.091055608	0.006946222
HMGA2-AS1	0.00576459	0.532734898	0.688638922
HMGB1	0.83023493	0.474458116	0.771975153
HMGB1P1	0.783059631	0.656744804	0.479679123
HMGB1P10	0.191416921	0.89975406	0.418987989
HMGB1P14	0.89020249	0.930949618	0.860566838
HMGB1P20	0.708924732	0.783209102	0.11019951
HMGB1P31	0.615504853	0.494990566	0.340908414
HMGB1P6	0.037650827	0.898824569	0.544088063
HMGB1P8	0.000948957	0.373919265	0.787040009
HMGB2	2.41E-35	0.529710552	0.476935974
HMGB3	2.89E-35	0.126436861	0.959027818
HMGB3P24	0.119730604	0.276882297	0.259242001
HMGB3P4	0.57217564	0.956542943	0.945556324
HMGB3P6	0.361402371	0.785557302	0.826782142
HMGB3P9	0.897979637	0.197612031	0.780920295
HMGCL	0.317729033	0.016665875	0.765762467
HMGCR	2.17E-07	0.8864335	0.010365508
HMGCS1	1.63E-37	0.716518574	0.001540312
HMGN1	0.122506759	0.715881918	0.714530763
HMGN1P30	0.712123132	0.681473173	0.177426774
HMGN1P37	0.828369293	0.876157007	0.32651681
HMGN2	5.04E-11	0.358922852	0.85412828
HMGN2P17	0.758344629	0.696235498	0.837758482
HMGN2P31	0.275422493	0.523187405	0.878655868
HMGN2P7	0.909196193	0.298873834	0.475070228
HMGN3	1.64E-22	0.790034851	0.126644405
HMGN3-AS1	0.142789019	0.124840254	0.889808517
HMGN4	1.76E-28	0.116922521	0.559461681
HMGN5	2.34E-34	0.007858814	0.277348921
HMGXB3	2.13E-06	0.76790725	0.039401464
HMGXB4	0.000651358	0.726327601	0.51977018
HMMR	0.000169901	0.367724955	0.406807065
HMOX1	7.97E-76	0.012377164	0.678246511
HMOX2	5.08E-13	0.356198178	0.952791925
HNF4A	3.80E-25	0.922334916	0.029495404
HNF4G	0.19423618	0.194059599	0.470448858
HNMT	0.073186024	0.44459354	0.921991363
HNRNPA0	0.743982893	0.583426174	0.332171166
HNRNPA1	4.57E-07	0.124933539	0.172608139
HNRNPA1L2	0.000539981	0.169541735	0.191457842
HNRNPA1P10	0.567638308	0.783226391	0.639603832
HNRNPA1P12	0.423432545	0.718082825	0.603137106
HNRNPA1P14	0.013437582	0.06426703	0.824546503
HNRNPA1P16	0.301656305	0.90035031	0.77692174
HNRNPA1P21	3.15E-56	0.268117072	3.99E-17
HNRNPA1P25	0.99211165	0.636261629	0.600024118
HNRNPA1P26	0.747361827	0.506327713	0.99639382
HNRNPA1P27	0.195982906	0.42406997	0.862757774
HNRNPA1P28	0.662597261	0.787522024	0.903981191
HNRNPA1P34	0.872546789	0.868681172	0.758667698
HNRNPA1P35	0.57777689	0.766515315	0.351372863
HNRNPA1P36	0.2730908	0.757655243	0.557708401
HNRNPA1P37	0.344199176	0.510071055	0.572757304
HNRNPA1P39	0.954758292	0.829182464	0.989035648
HNRNPA1P4	0.086264845	0.498479233	0.063976764
HNRNPA1P41	0.645692049	0.792904922	0.455329785
HNRNPA1P43	0.906880513	0.451640237	0.49910013
HNRNPA1P44	0.84167742	0.642142825	0.91659648
HNRNPA1P45	0.133820083	0.330481666	0.94761075
HNRNPA1P48	0.000216103	0.548685396	0.899927397
HNRNPA1P49	0.000504105	0.229099279	0.674007178
HNRNPA1P52	0.280436167	0.991382762	0.487585417
HNRNPA1P54	0.584547671	0.986969479	0.172004408
HNRNPA1P55	0.356500798	0.437671092	0.86883592
HNRNPA1P59	0.789955975	0.60600577	0.725115398
HNRNPA1P6	0.512275535	0.703773844	0.944886811
HNRNPA1P60	0.399137016	0.638181035	0.622062469
HNRNPA1P62	0.20210961	0.66150994	0.473962366
HNRNPA1P66	0.953888968	0.48742901	0.83160101
HNRNPA1P68	0.895269422	0.798094593	0.977473091
HNRNPA1P71	0.729799455	0.87027872	0.822062213
HNRNPA1P8	0.880744226	0.949093582	0.191327704
HNRNPA2B1	0.000669763	0.004939098	0.115121035
HNRNPA3	5.68E-08	0.060474776	0.784513098
HNRNPA3P1	0.982859077	0.646107664	0.600738729
HNRNPA3P10	0.749540272	0.742003389	0.702662829
HNRNPA3P11	0.501581476	0.464806105	0.767603611
HNRNPA3P12	0.607972474	0.903862763	0.881019113
HNRNPA3P14	0.537514213	0.364338735	0.396551919
HNRNPA3P5	0.84717368	0.612482199	0.891005598
HNRNPA3P6	0.400963323	0.93522426	0.30560774
HNRNPA3P7	0.58780097	0.779772045	0.740691654
HNRNPA3P9	0.822413493	0.990037349	0.854363835
HNRNPAB	1.60E-05	0.538723202	0.444958155
HNRNPC	0.000576665	0.478474599	0.787333201
HNRNPCP2	0.855146982	0.613296221	0.568700861
HNRNPCP4	0.341567305	0.956504792	0.100043268
HNRNPCP6	0.392797412	0.333763034	0.934573541
HNRNPD	0.000292644	0.001336077	0.700232259
HNRNPDL	0.717100909	0.058224748	0.667323153
HNRNPDP1	0.058962904	0.253831519	0.126484121
HNRNPF	5.44E-62	0.185616314	0.633886551
HNRNPH1	2.78E-06	0.283672699	0.795869214
HNRNPH1P1	0.206476889	0.692149897	0.979873438
HNRNPH1P3	0.920112945	0.796499304	0.424454242
HNRNPH2	0.042848867	0.044737679	0.733427531
HNRNPH3	1.34E-26	0.009070802	0.309636705
HNRNPK	0.670973131	0.656318798	0.944527913
HNRNPKP1	0.636605476	0.720562376	0.58439569
HNRNPKP2	0.560699987	0.218577173	0.962350107
HNRNPKP3	0.731243604	0.819079739	0.797709987
HNRNPKP4	0.469891782	0.800191101	0.940381884
HNRNPL	0.383319109	0.522856736	0.917337674
HNRNPLL	4.40E-06	0.322380585	0.77771679
HNRNPLP1	0.980933994	0.649256158	0.978491955
HNRNPLP2	0.374689645	0.127258242	0.75092326
HNRNPM	0.992270549	0.085219816	0.570474967
HNRNPR	0.03422185	0.096534303	0.125713954
HNRNPRP1	0.920619935	0.710922275	0.144085959
HNRNPU	0.676624212	0.051780622	0.742389338
HNRNPUL1	2.38E-07	0.271316829	0.229275639
HNRNPUL2	3.71E-15	0.017476231	0.155689334
HNRNPUP1	0.650541822	0.456429618	0.384452428
HOMER1	0.004367412	0.133773935	0.261136188
HOMER2	1.66E-34	0.106602761	3.46E-05
HOMER3	2.46E-05	0.343788634	0.93174127
HOMEZ	1.17E-25	0.087504361	0.223365903
HOOK1	5.26E-186	0.810698627	0.012305243
HOOK2	0.008370153	0.205438726	7.21E-05
HOOK3	3.25E-08	0.840542218	0.938986001
HORMAD1	2.30E-42	0.362985717	0.06671218
HORMAD2-AS1	2.14E-06	0.530121109	0.130702807
HOXB2	2.34E-25	0.926253745	0.085125075
HOXC4	0.593798676	0.928115013	0.889929971
HP1BP3	6.71E-05	0.413604605	0.572082311
HPCA	2.29E-05	0.501709829	0.140957983
HPCAL1	0.4997243	0.00021208	0.790995111
HPD	6.86E-05	0.993558292	0.15523193
HPDL	7.11E-107	0.911063892	0.072157666
HPF1	4.91E-07	0.869015488	0.02031231
HPGD	1.29E-12	0.001021405	0.123886792
HPN	4.88E-35	0.104254183	0.041410397
HPN-AS1	4.36E-23	0.003950665	0.677583875
HPRT1	1.07E-14	0.396199343	0.561747108
HPS1	9.28E-22	0.097561954	0.682667946
HPS3	1.15E-24	0.016336306	9.61E-05
HPS4	6.90E-10	0.128500873	0.505438852
HPS5	1.10E-07	0.552837367	0.255308643
HPS6	1.95E-13	0.022515105	0.187821029
HPSE	3.03E-05	0.46117074	0.824055697
HPSE2	0.04797053	0.053099869	1.69E-05
HPX	0.173848042	0.392359731	0.937919031
HR	0.2076433	0.779707469	0.71665954
HRAS	0.005256226	0.74927693	0.519805613
HRC	2.48E-28	0.976012096	0.247715931
HRCT1	0.491769244	0.440455049	0.888813048
HRG	0.041414896	0.118729225	0.601538563
HRH2	4.32E-53	0.323734354	0.580060265
HRH3	0.641094461	0.4567918	0.934496645
HRH4	0.207044485	0.381648283	0.231242741
HRK	6.40E-194	0.856938776	0.368261256
HS1BP3	0.000117694	0.08452976	0.195834175
HS1BP3-IT1	0.391929557	0.595938857	0.254836093
HS2ST1	0.448837993	0.293913123	0.29749293
HS3ST1	1.10E-09	0.716673055	0.923880723
HS3ST2	0.417131829	0.110511397	0.52327999
HS3ST3A1	5.86E-67	0.109158675	0.02424005
HS3ST3B1	0.001220908	0.274500661	0.663213882
HS3ST4	1.58E-18	0.519869424	0.184745338
HS3ST5	0.008478002	0.458146533	0.757045751
HS6ST1	1.10E-09	0.301852818	0.039921918
HS6ST2	3.13E-126	0.253089118	0.119406798
HS6ST3	6.38E-13	0.442171382	0.478456423
HSBP1	2.63E-70	0.000138923	0.244539389
HSBP1L1	6.87E-119	0.53490478	0.012243794
HSCB	0.004640255	0.795195842	0.402551129
HSD11B1L	4.39E-06	0.749491361	0.733252956
HSD11B2	0.002955769	0.168969482	0.052838869
HSD17B1	0.049753609	0.306968619	0.886794319
HSD17B10	8.96E-39	0.874614232	0.528712682
HSD17B11	2.21E-18	0.620656035	0.559550653
HSD17B12	1.04E-13	0.944533154	4.41E-05
HSD17B13	0.981669655	0.234130232	0.471673429
HSD17B14	5.46E-23	0.452814235	0.798884281
HSD17B1P1	0.000568527	0.449950346	0.517372717
HSD17B2	0.502177738	0.070729049	0.168770482
HSD17B4	5.43E-61	0.228412734	0.000577001
HSD17B6	8.79E-40	0.01444641	0.252645012
HSD17B7	2.64E-12	0.173935774	0.531485908
HSD17B7P2	0.088240391	0.470001076	0.142256338
HSD17B8	0.089896385	0.810134758	0.30325033
HSD3B7	0.254630938	0.238997375	0.597643981
HSD3BP5	3.83E-05	0.41769251	0.536059071
HSDL1	1.38E-20	0.623819415	0.967194519
HSDL2	0.510980495	0.765217417	0.020901439
HSF1	0.040568078	0.851219624	0.711546863
HSF2	3.34E-05	0.57021658	0.245858957
HSF2BP	0.264498653	0.538531528	0.277398006
HSF4	2.02E-18	0.07028866	0.003982925
HSH2D	4.06E-12	0.069155193	0.800344053
HSP90AA1	0.009449915	0.22626731	0.287495838
HSP90AA2P	0.027842997	0.365671168	0.555072768
HSP90AA5P	0.327283336	0.71035055	0.689269716
HSP90AA6P	0.700599589	0.754622122	0.687345919
HSP90AB1	0.204272805	0.279728072	0.820419924
HSP90AB2P	0.187858957	0.35264677	0.581482586
HSP90AB3P	0.591618471	0.113626278	0.524115585
HSP90AB4P	0.775309482	0.840064062	0.560511282
HSP90AB7P	0.089894862	0.587789707	0.294219823
HSP90B1	1.52E-05	0.919127907	0.305551916
HSP90B2P	0.038674142	0.711569983	0.56009935
HSP90B3P	0.172632032	0.48222433	0.564293003
HSPA12A	1.15E-06	0.000192108	0.3978685
HSPA12B	3.75E-27	0.721474672	0.885105191
HSPA13	0.001965065	0.077996158	0.145371574
HSPA14	6.90E-30	0.156639377	0.116123437
HSPA2	0.040466978	0.201400828	2.29E-12
HSPA4	0.000177175	0.070785498	0.847966572
HSPA4L	0.364716137	0.162949646	3.54E-06
HSPA5	1.59E-34	0.43600578	0.000951431
HSPA8	0.35740167	0.906113259	0.864406313
HSPA8P1	0.81232584	0.907489083	0.679217951
HSPA8P11	0.110444906	0.276699512	0.912743237
HSPA8P14	0.747660135	0.968005489	0.559464736
HSPA8P15	1.27E-08	0.919550193	0.908005662
HSPA8P3	0.996420995	0.550109445	0.5158131
HSPA8P5	0.516124555	0.79764079	0.944330623
HSPA8P9	0.715994123	0.622308263	0.468545806
HSPA9	1.12E-37	0.226035862	0.052418126
HSPA9P1	0.000195927	0.302158467	0.812452121
HSPB1	4.55E-10	0.352086056	0.022952732
HSPB11	3.26E-18	0.717533537	0.453760182
HSPB1P2	0.786318778	0.906160731	0.910028991
HSPB6	0.007379801	0.741613262	0.812043748
HSPB7	0.188276219	0.793244291	0.530386706
HSPB8	4.25E-14	0.933997056	0.107920885
HSPB9	0.141721765	0.060057448	0.114060995
HSPBAP1	0.1671749	0.768667799	0.394147292
HSPBP1	0.637038724	0.572727675	0.13308238
HSPD1	0.122344946	0.112383371	0.001965078
HSPD1P1	0.779598939	0.51128507	0.648235661
HSPD1P10	0.691259358	0.516760084	0.226208816
HSPD1P12	0.968033438	0.178332927	0.482168008
HSPD1P4	0.788229207	0.812630385	0.898463401
HSPD1P5	0.97144979	0.915542651	0.962184054
HSPD1P6	0.639449037	0.435907966	0.290634107
HSPE1	0.917616888	0.588380455	0.115594152
HSPE1P2	0.159755198	0.795027326	0.651754203
HSPE1P7	0.604747005	0.989542117	0.32307778
HSPG2	3.24E-145	0.164935924	0.030985411
HSPH1	1.16E-05	0.112871697	0.195652387
HTATIP2	1.78E-15	0.288150518	0.008216823
HTATSF1	0.029360849	0.240345816	0.241073825
HTD2	0.188854826	0.418394891	0.372077397
HTR1B	0.782108376	0.587283693	0.093899738
HTR1D	0.059340524	0.770385021	0.919621977
HTR2B	0.904303863	0.505625675	0.841812035
HTR2C	0.094010247	0.111374738	0.649541402
HTR3A	0.364122631	0.083260133	0.456698614
HTR5BP	0.086528957	0.302580973	0.596011969
HTR6	3.23E-10	0.648513141	0.690064803
HTR7	5.09E-32	0.43038796	0.740844289
HTR7P1	5.88E-06	0.497546803	0.71159995
HTRA1	7.15E-27	0.104293967	0.539041279
HTRA2	2.22E-09	0.337493932	0.197756012
HTRA3	8.79E-22	0.086451571	0.877680029
HTRA4	0.124594789	0.785457524	0.844703358
HTT	1.13E-33	0.78011523	0.021994958
HULC	0.093865631	0.848731534	0.038955952
HUNK	3.75E-13	0.247971924	0.767654756
HUS1	1.34E-41	0.449377282	0.053918669
HUS1B	0.132527732	0.553861935	0.596604342
HUWE1	4.68E-32	0.489053836	0.655991293
HVCN1	0.012600446	0.645332218	0.843487662
HYAL1	1.44E-09	0.10501712	0.474328762
HYAL2	0.015131558	0.260689857	0.186859442
HYAL3	0.274811448	0.169111402	0.722258234
HYDIN	0.011625063	0.806319011	0.184046337
HYDIN2	0.522143788	0.506655529	0.271283491
HYKK	0.332077511	0.962907564	0.437751467
HYLS1	1.10E-14	0.73087826	0.848633034
HYOU1	3.28E-78	0.632600619	0.086667134
HYPK	0.04255293	0.546225476	0.52615763
IAH1	1.62E-46	0.793884903	0.279534454
IARS	1.45E-06	0.142157684	0.001387604
IARS2	4.17E-05	0.360215926	0.217855353
IBA57	0.000561353	0.231716658	0.985870573
IBTK	3.69E-15	0.107284133	0.970531606
ICA1	3.63E-54	0.09478749	0.333286331
ICA1L	1.86E-83	0.987495307	1.98E-05
ICAM1	0.965117731	0.429596346	0.05167238
ICAM3	0.124929822	0.083248213	0.590047217
ICAM5	0.023970546	0.770902368	0.271741564
ICE1	0.074023545	0.054383599	0.549547832
ICE2	1.71E-07	0.604356858	0.362466435
ICK	3.56E-26	0.585764049	0.58778968
ICMT	1.96E-08	0.743106852	0.963734056
ICOSLG	0.126136685	0.396419014	0.745224447
ID1	6.55E-25	0.290978619	0.138713616
ID2	1.41E-49	0.065633875	0.991702029
ID2-AS1	2.77E-10	0.989479179	0.736021552
ID4	0.000357108	0.059704237	0.623637802
IDE	0.622665902	0.476522859	0.694753181
IDH1	2.71E-16	0.642018712	0.00010094
IDH1-AS1	0.001456812	0.915636821	0.691454624
IDH2	7.44E-90	0.019521128	0.001460845
IDH3A	7.29E-55	0.482533603	0.726843486
IDH3B	5.06E-13	0.674468725	0.026416516
IDH3G	1.12E-47	0.056435615	0.146366411
IDI1	1.84E-15	0.36468624	0.099436765
IDI2	0.841528656	0.09978293	0.381152024
IDI2-AS1	9.20E-08	0.506627709	0.625925338
IDNK	0.942903521	0.979192197	0.948096409
IDS	9.16E-24	0.576813262	0.972980267
IDUA	0.000227821	0.847427264	0.092974467
IER2	0.27244287	0.521411186	0.531402846
IER3	0.00107051	0.267976633	0.850994678
IER3IP1	0.114684267	0.506136067	0.598717332
IER5	1.09E-08	0.603411986	0.107830412
IER5L	1.16E-12	0.398832143	0.091853138
IFFO1	0.068723355	0.153016968	0.013001692
IFFO2	3.02E-08	0.273977537	0.069177088
IFI16	2.46E-59	0.00025255	2.67E-09
IFI27L1	0.256630446	0.753302618	0.595061347
IFI27L2	0.008911162	0.070165767	0.299393301
IFI35	0.138021158	0.403755936	0.744471137
IFI6	0.000601853	0.07802065	0.020026522
IFIH1	0.000182274	0.722244386	0.162912299
IFIT1	1.87E-08	0.870843103	0.019816726
IFIT5	0.645503736	0.788840073	0.081657856
IFITM1	1.55E-19	0.626701658	0.676701224
