Gene	primed 1	primed 2	primed 3	primed+PRC2i 1	primed+PRC2i 2	primed+PRC2i 3	naive 1	naive 2	naive 3	naive+PRC2i 1	naive+PRC2i 2	naive+PRC2i 3
AC008267.5	4.936841925	4.536001392	4.609947625	5.133638128	5.35255674	5.770768183	4.120519134	4.096751	3.452992364	3.459277632	4.237032786	2.044263835
AC008267.3	2.90331136	2.542482646	2.943211968	2.259885606	2.462643589	2.740842137	1.816458915	1.798436614	1.802297929	1.343851745	0	1.357447143
AC006001.3	7.820164459	7.93776156	7.942900559	8.009778232	7.857217378	7.98154877	9.051624459	8.847836945	8.817889638	8.977331048	8.873782593	8.8118051
SAPCD2P3	0	0	1.811144853	0	1.703158005	2.5539792	0	0	0.871253083	2.276705773	0	2.85783274
RPL35P5	0	1.961824861	0.876882044	0	0	0	0	1.16299331	0.871253083	0	1.828228788	0
KCTD7	9.665518767	9.266366174	9.950741588	9.520176727	9.065288628	9.649869196	8.721783093	8.683627318	8.741683672	8.442455663	8.410596025	8.499425279
AC006001.2	5.383370079	5.564643579	5.271952163	5.172055372	5.804754366	5.291605646	5.612381072	5.826921956	4.78324885	5.650333449	5.039472064	5.533161469
RABGEF1	5.284017293	5.409485957	5.333098164	4.878799521	5.091272331	5.133712503	3.098700626	3.87099289	3.33938848	4.392156103	4.331458962	3.139398891
AC027644.3	0.945545212	0.974662474	1.811144853	0.961537214	1.703158005	1.780838754	1.177010844	2.238067221	0	2.489245621	2.609286169	0
AC027644.2	2.493028031	2.763642785	0	1.941914322	1.703158005	2.086901014	0	0	0	1.343851745	1.828228788	1.357447143
GTF2IRD1P1	3.07164815	0	1.418354233	0.961537214	0	0.857651675	1.177010844	1.16299331	0	1.725706862	2.270981161	2.044263835
AC027644.1	3.07164815	2.281171668	2.777117774	4.385089921	3.212954352	2.086901014	2.257986488	2.847210617	1.410613601	2.276705773	2.270981161	0
GTF2IP23	3.222379414	3.952121125	3.667850173	4.625539008	3.32546087	4.174231629	2.257986488	3.274188258	3.216068406	3.459277632	3.485946329	1.357447143
LINC02604	6.901075914	6.663613084	6.204903444	6.93386909	6.895675469	6.44428854	5.455381684	6.349595291	5.688860519	5.948649816	6.126750469	5.952572047
AC073335.1	2.233785714	0	0.876882044	0	2.462643589	1.780838754	2.595578256	0	1.410613601	0	1.828228788	0
TMEM248	10.58425203	10.57187193	10.48642611	10.66521898	10.59614565	10.63724902	10.9109464	10.85227212	11.02863416	10.89354061	10.89775381	10.87447333
SBDS	8.474217192	8.432833134	8.682422533	8.22605513	8.293931096	8.478542349	11.00247261	11.04988824	11.01019106	11.0212912	10.84069891	11.04311177
TYW1	7.976841279	7.943429507	8.087432628	7.9502338	7.939073807	7.910285721	9.421571356	9.169914839	9.296326718	9.22550182	9.36169089	9.257068805
SPDYE21P	1.917527128	0	0	0	0	0.857651675	2.595578256	2.574552434	2.766543711	1.725706862	1.186186261	1.357447143
PMS2P4	3.358841516	2.542482646	2.373512039	1.941914322	1.703158005	1.391862627	4.22149771	3.274188258	4.385570819	3.459277632	4.135990757	3.912728777
STAG3L4	7.349041449	7.289043219	7.321174205	7.244449633	6.949336807	7.571495634	7.51250543	7.629613423	7.438660611	7.404645675	7.425573146	7.3529759
AC006480.1	0	0	0.876882044	0.961537214	0	0.857651675	0	1.16299331	0.871253083	0	1.828228788	2.044263835
AC006480.2	3.358841516	3.759939612	4.004972245	4.625539008	2.647153715	2.5539792	3.894513133	3.076438072	2.932440767	3.64813256	4.135990757	2.507652902
MTCO1P25	0	0	0	0	0	0	3.296831344	4.197630754	2.932440767	3.119589346	3.641492616	3.754728265
CT66	0.945545212	2.281171668	1.811144853	1.941914322	1.324284239	1.780838754	0	0	0	0	0	0
AUTS2	10.94089715	10.92903733	10.30850888	10.9367775	11.06580037	10.47138541	7.991389781	8.285601333	8.218548097	8.094213489	8.383300804	8.348556705
GALNT17	10.74855103	10.59095625	10.69296719	11.00087584	10.77210685	11.01215199	5.913384247	6.259124424	6.240936197	6.701338647	7.142673443	6.903711305
RN7SKP75	3.483503972	0.974662474	2.58938312	4.318148709	2.002944579	2.740842137	0	0	0	0	0	0
CALN1	9.076504175	9.111354142	8.927628833	9.066820643	9.126745736	8.70035685	2.868961421	1.798436614	2.57906095	2.0273529	1.186186261	3.374884031
TYW1B	4.142944211	4.41066734	4.997603153	4.732234541	4.558346829	4.518933552	5.325293653	5.826921956	5.863401356	5.650333449	4.728469356	5.144491127
SBDSP1	6.444770442	5.782674779	6.315091658	6.010661514	6.223040681	6.179184486	8.240303227	8.498297465	8.478764356	8.426418431	8.27459723	8.362320351
SPDYE7P	0.945545212	0	0	0	0	0	1.816458915	0	1.410613601	0	0	0
POM121	9.638957608	9.598192976	9.701105007	9.639792424	9.468975394	9.487985128	9.861729896	9.79486781	9.995737174	9.490604603	9.836462301	9.64548667
AC211476.2	3.222379414	2.542482646	3.759798466	2.740777035	2.462643589	2.086901014	1.816458915	1.798436614	1.410613601	2.985912803	1.828228788	2.85783274
NSUN5P2	0.945545212	2.542482646	3.759798466	3.251939278	3.090926429	2.086901014	3.766677978	3.076438072	3.558299915	3.241923304	2.88313614	2.044263835
AC211476.6	0	1.551079271	2.119558269	0	0	0.857651675	0	0	0	0	0	1.357447143
TRIM74	0	0	0	1.533447487	0.809038275	0	0	0	0	0	1.828228788	0
STAG3L3	4.41752612	2.955362961	3.759798466	2.932001872	4.069779947	3.312222168	2.595578256	4.096751	3.748328731	3.891859343	3.781888659	3.754728265
GTF2IP4	6.955904481	7.206599952	6.788799031	7.41431901	7.404781016	7.127909324	6.757445229	7.415931937	7.316389698	6.843390821	6.79042491	6.922413843
PHBP5	0	0	0	2.259885606	0.809038275	0	1.177010844	0	1.802297929	0	0	0
GTF2IRD2P1	0.945545212	0	0	0	0	0	4.64157403	5.345357078	5.022879977	4.163586492	4.922987356	4.700274356
NSUN5	8.784014366	8.624956264	8.778979725	8.64330989	8.457184223	9.165743489	10.21085683	10.1871819	10.25266429	10.24730188	10.34086519	10.10442693
TRIM50	0.945545212	1.961824861	0.876882044	2.259885606	1.324284239	1.780838754	3.098700626	1.798436614	2.766543711	2.985912803	1.828228788	2.044263835
FKBP6	3.07164815	1.551079271	1.418354233	2.520276096	2.462643589	0.857651675	1.177010844	0	0	0.823048594	0	0
FZD9	5.445996869	6.015737757	5.701009262	6.650696997	6.581312558	6.375399496	5.023563787	5.053962806	5.290776338	5.215274834	5.55207428	4.939412842
BAZ1B	12.04664211	11.9733316	11.92068322	11.6185779	11.70663741	11.28946444	12.77313583	12.87519714	12.76144522	12.63835358	12.73201136	12.72671141
BCL7B	8.352805457	8.18744905	8.096278239	8.131744877	8.248275682	8.180420048	9.088853612	8.904896922	9.111869083	9.149382637	8.950177152	9.10982218
TBL2	9.356722699	9.501610384	9.494140099	9.228209107	9.472034124	9.444927847	7.910521881	7.426363092	7.839481196	7.757285516	7.643702232	7.509603971
MLXIPL	7.872403873	8.215827495	7.136264844	8.335883724	8.942761243	7.495623818	4.780448729	4.882738609	4.495728875	5.436385919	5.803399648	4.784469108
AC005089.1	4.700425711	4.808646515	3.569640341	3.834243246	4.307507054	4.237708935	1.177010844	0	0	0.823048594	0	1.357447143
VPS37D	7.175096093	7.139052973	6.651508953	7.141727016	7.122837647	7.476015589	5.231557815	5.254611495	5.163037508	5.330062242	5.665184234	5.144491127
DNAJC30	6.365983949	5.782674779	6.031284186	6.637029255	6.307655906	6.724638463	6.352423095	6.964878442	6.651197036	6.432535069	6.806953835	6.388923597
BUD23	10.32782913	9.979588879	10.29608574	9.936118802	9.815696466	10.15834884	10.83330044	10.95850973	10.95942424	10.83278156	10.78129439	10.72135459
STX1A	7.976841279	7.926358423	8.139710602	7.710285914	8.28352274	7.850627091	6.652847442	6.698425165	6.73219976	6.862588623	6.63246926	6.723490594
ABHD11-AS1	1.917527128	0.974662474	0	0.961537214	1.324284239	0	1.177010844	1.16299331	0	0.823048594	1.828228788	0
ABHD11	7.381448359	7.306741303	6.873565945	7.226308623	7.67809785	7.256068451	7.887656924	7.734071661	7.667730757	7.762405089	7.865063678	7.737921088
CLDN3	8.165450836	8.444871175	7.219586594	8.389852718	8.410118224	7.712225584	3.098700626	2.238067221	3.33938848	3.459277632	1.186186261	2.507652902
CLDN4	7.603749206	8.192217726	7.290671406	8.025599986	8.403725126	7.508549461	6.029342108	5.947702487	5.711868329	6.732977929	6.39073258	5.91571025
METTL27	6.604298565	6.593248531	5.993904444	6.552186581	6.877335456	6.789620396	6.616225584	5.947702487	6.000520166	5.912262205	5.512310577	5.144491127
ELN	8.098797403	8.18266456	7.685929865	8.121965697	8.094022808	7.885727061	4.120519134	3.076438072	3.916215576	4.163586492	4.503575917	3.577271258
LIMK1	11.32986481	11.27475984	11.24121542	11.24285272	11.22157796	11.22631738	9.715752748	9.601304364	9.710314499	9.871972889	9.766353119	9.687094549
EIF4H	12.35224348	12.26204869	12.43056178	12.22638801	12.0972589	12.34991112	12.50545683	12.447957	12.48543733	12.435561	12.35766866	12.3247645
MIR590	2.493028031	1.961824861	2.777117774	2.259885606	2.647153715	2.5539792	2.257986488	3.076438072	3.081213387	3.459277632	1.828228788	2.507652902
LAT2	4.936841925	5.159731283	4.397368455	4.968840954	4.132983803	4.710099757	5.882877625	6.085714238	5.821705625	5.35738675	5.959403929	5.533161469
RFC2	9.99758313	9.895830991	10.0232663	9.971944981	9.968622707	10.25259632	10.21698428	9.983278323	10.02243934	10.00534737	9.910987708	10.01140489
AC005081.1	2.233785714	0	0.876882044	2.520276096	3.212954352	2.740842137	0	1.16299331	0	0.823048594	0	0
CLIP2	11.07015609	11.35030411	10.8761787	11.54043183	11.73078037	11.27913001	8.333490477	8.291319355	8.066190588	8.42318948	8.23849548	8.100162469
GTF2IRD1	9.696437866	9.854313261	9.67919457	9.626020487	9.601972215	9.414347862	9.07205027	9.056972012	8.920213967	9.014280657	8.961295273	9.072630877
AC211433.2	0	1.551079271	0	0	0.809038275	0	2.257986488	0	1.802297929	0	0	0
GTF2I	11.04128968	11.01498545	10.99031225	11.00487212	10.76837948	10.67786585	10.42978164	10.59691654	10.43223181	10.35374097	10.53443508	10.48389577
AC211433.1	4.41752612	4.41066734	4.609947625	4.24794964	4.361285572	3.888058123	2.595578256	2.847210617	1.802297929	2.276705773	2.609286169	2.044263835
NCF1	0.945545212	0	0.876882044	0	0	0	2.257986488	2.238067221	0	2.276705773	2.270981161	2.044263835
GTF2IRD2	3.222379414	2.955362961	2.58938312	2.520276096	2.95761526	3.189170356	2.595578256	2.574552434	0.871253083	2.276705773	0	0
STAG3L2	6.040326117	5.409485957	5.854877051	5.756315876	5.683328392	5.952018372	6.162298172	6.534527612	6.487516285	6.495380071	6.100172918	6.467435516
PMS2P5	1.511889579	0.974662474	2.943211968	1.533447487	2.251026904	3.628681266	1.177010844	1.798436614	1.410613601	3.354689889	3.113204622	0
SPDYE12P	2.233785714	2.542482646	2.58938312	1.941914322	2.002944579	1.780838754	2.595578256	3.274188258	2.11003049	2.276705773	1.186186261	3.139398891
CASTOR2	6.349696862	6.099351946	6.031284186	5.854071109	6.223040681	5.970820525	7.51250543	7.36261394	7.506023699	7.099483118	7.732904786	7.25308573
RCC1L	10.4262502	10.2133569	10.42631211	10.4976126	10.19003565	10.59166437	10.51679495	10.67335031	10.65336127	10.60381363	10.65117309	10.56498973
GTF2IRD2B	4.286757828	3.124568183	3.464253441	2.520276096	3.429824881	1.780838754	1.816458915	3.076438072	1.410613601	1.343851745	1.828228788	0
NCF1C	0.945545212	0	0	0	0	0	2.595578256	1.798436614	1.410613601	1.725706862	2.270981161	2.044263835
PMS2P10	0	0.974662474	0	0.961537214	1.703158005	1.780838754	0	0	1.410613601	0	1.828228788	0
TRIM73	0.945545212	0	1.418354233	0.961537214	0	1.391862627	0	0	0	0	0	0
NSUN5P1	7.900628714	8.196970691	8.113808398	7.988408977	7.921280638	7.910285721	7.808712148	7.870195125	8.03915666	7.565592702	7.75010204	7.446395418
POM121C	9.346499188	8.97411144	9.301063632	9.179539604	9.081400874	9.07307347	9.560571138	9.453593089	9.561514121	9.344638891	9.525454122	9.54949261
SPDYE5	3.8961506	4.199536103	4.338941351	3.6286109	4.361285572	3.888058123	5.649099417	5.053962806	4.985604652	4.84242862	5.039472064	5.672256737
PMS2P3	5.797767289	5.037864746	6.188452097	5.830246239	5.325754877	6.025799976	4.907121262	5.157772597	4.947340632	4.224212462	4.582500361	5.483647643
HIP1	12.03459337	12.01261626	11.9352382	11.66308983	11.74064264	11.6518024	11.23159016	11.05577918	10.97019868	11.34169159	11.36702903	11.2635741
AC004491.1	1.511889579	0.974662474	1.418354233	2.932001872	2.462643589	1.780838754	1.816458915	1.16299331	1.410613601	2.0273529	2.270981161	1.357447143
CCL26	6.019885214	5.903907486	6.44541922	5.596016411	5.573697863	7.023718029	2.257986488	3.743316111	4.066586069	3.64813256	4.237032786	3.577271258
AC005102.1	0	0	0	0.961537214	0	0.857651675	0	0	1.410613601	0	0	2.044263835
RHBDD2	9.103467556	9.14617734	8.460615259	9.059154267	9.055126324	8.909722142	8.930075432	8.603160521	8.511915526	8.741038682	8.742457363	8.729236745
POR	10.84029713	10.79125068	10.7696188	10.74144598	10.65317851	10.93166496	10.6941799	10.57011951	10.77850795	10.56405351	10.6350635	10.5073131
RPL7L1P3	0.945545212	0	1.811144853	1.533447487	2.462643589	0	2.595578256	0	0	0	1.186186261	0
SNORA14A	0	0	0	1.533447487	0	0	0	0	2.11003049	0	1.828228788	0
TMEM120A	7.670838426	7.408599285	7.691777951	7.235407642	7.277695043	7.845542364	8.339119569	8.17860105	8.352686417	8.541076638	8.453221881	8.284941763
STYXL1	8.728409919	8.51125209	9.152074571	8.73277092	8.526495645	9.499361224	8.191350675	8.121969876	8.152811406	8.188515132	8.463684427	8.24091797
AC006330.1	3.358841516	3.538165047	2.373512039	3.735087663	4.132983803	2.740842137	3.47100858	3.87099289	3.656440839	3.734031852	4.027335493	3.754728265
MDH2	12.27321983	12.06814907	12.34871918	12.23094444	12.10762149	12.59986071	12.87085459	12.81543868	12.8491796	12.99272813	12.79938637	12.85333255
AC005077.4	5.383370079	5.198168451	4.920011024	5.6514523	5.213272203	4.838494722	3.894513133	2.574552434	4.441700992	3.891859343	3.311580062	2.044263835
GTF2IP7	4.648110535	3.124568183	4.078237609	4.569078481	3.861635435	3.965096579	3.47100858	1.798436614	1.410613601	2.674456859	2.609286169	2.507652902
AC005077.2	3.598245958	2.955362961	3.227128281	3.100821274	1.703158005	2.339260426	1.816458915	0	0	0.823048594	0	1.357447143
AC005077.1	1.511889579	1.551079271	2.373512039	1.941914322	1.703158005	1.391862627	0	0	0	0	0	0
SRRM3	9.01069486	8.976877683	8.751245168	9.21216768	9.176345488	8.821837714	7.551820236	7.854831385	7.844695023	7.57143831	7.371036437	7.433414459
HSPB1	10.45222668	10.20630235	10.51721683	10.52477124	10.25362761	10.85846069	10.97742508	11.03121569	11.0687319	11.14159397	11.34738862	11.1281447
YWHAG	13.29397323	13.20626515	13.17770401	13.01081828	13.05933386	12.977026	12.87182581	12.83832226	12.88804961	12.7230157	12.77648921	12.77638959
SSC4D	8.377115654	8.819347909	8.181873556	9.18424618	9.093368058	9.001730131	4.712681755	4.688421414	4.826054429	3.734031852	3.485946329	4.864020073
ZP3	4.41752612	4.594808468	5.175081075	4.878799521	4.463178223	5.749148344	3.766677978	2.847210617	2.932440767	3.64813256	2.88313614	2.044263835
DTX2	7.099187216	6.819681466	6.6870756	7.430255664	7.235119866	7.308746246	6.417721479	6.553685419	6.000520166	6.085663017	6.346190422	5.627365386
UPK3B	0.945545212	1.551079271	0	1.533447487	1.703158005	0.857651675	0	0	0	0	0	0
AC004980.1	1.511889579	1.961824861	0	0	1.324284239	2.086901014	0	1.798436614	0	0.823048594	1.186186261	0
POMZP3	0	0	0.876882044	0	1.703158005	1.391862627	0	1.16299331	0	0.823048594	2.270981161	0
DTX2P1-UPK3BP1-PMS2P11	0	0	0.876882044	0.961537214	1.703158005	0.857651675	0	0	0	0.823048594	1.828228788	0
AC114737.1	0.945545212	0	0	0	1.324284239	1.391862627	0	0	0.871253083	0	1.828228788	0
AC007000.3	1.917527128	0	0	0	1.324284239	0	0	0	0	0	0	0
SPDYE18	0	1.551079271	0	0.961537214	0	1.780838754	2.257986488	0	0	0	0	0
AC007000.2	0	2.281171668	2.119558269	2.259885606	0	1.391862627	0	0	0	0	0	0
FAM185BP	2.712705702	2.955362961	2.373512039	2.932001872	2.251026904	3.425598378	3.47100858	3.076438072	2.766543711	3.734031852	3.311580062	0
AC007000.1	0	0.974662474	1.418354233	0	0	2.339260426	1.177010844	0	1.410613601	1.343851745	2.270981161	0
CCDC146	5.213765116	4.950497471	5.302849085	4.968840954	5.404711437	5.538439875	0	2.574552434	0	2.0273529	1.186186261	2.044263835
FGL2	0.945545212	2.955362961	0	3.51364503	3.212954352	0.857651675	0	0	1.410613601	1.343851745	1.186186261	1.357447143
GSAP	4.353623099	4.41066734	3.464253441	4.569078481	3.861635435	4.10783232	6.417721479	6.032083216	6.091050997	6.432535069	6.871238504	6.846103429
AC004921.2	0	0	0	0	0	0	0	0	0	0	1.828228788	2.044263835
PTPN12	11.81119658	11.86102635	11.92472378	11.62291807	11.65777627	11.39807601	12.45450434	12.53427488	12.45678141	12.46529894	12.41270348	12.60717281
APTR	7.15649002	7.383801021	7.136264844	7.253435307	7.042813955	7.301337589	6.960994172	7.249675513	7.062641633	7.083208904	7.006190534	7.311009766
RSBN1L	9.949758129	9.79911521	9.927386465	9.703471605	9.775409757	9.60994504	9.483878842	9.461222284	9.506652548	9.46571116	9.432641658	9.659489719
TMEM60	8.18852854	8.332732094	8.383220712	8.365194565	8.564247223	8.731010279	7.113299561	6.979119386	7.223383326	7.398081996	7.325872322	7.161590967
PHTF2	9.688365288	9.806909064	9.86146353	9.670306859	9.679436023	9.468272089	10.11403718	10.02505778	10.04186285	10.22800194	10.20091686	10.31724077
AC004990.1	0	1.551079271	0.876882044	0	1.324284239	2.339260426	0	0	0	0	0	0
MAGI2	9.165264693	9.118887341	8.897581803	9.354678695	9.43018383	8.795712171	3.894513133	4.463796486	4.598069136	5.930570728	6.126750469	5.952572047
RPL13AP17	1.917527128	0	0	0	0.809038275	0.857651675	0	2.238067221	0	0.823048594	1.186186261	1.357447143
MAGI2-AS3	9.287868811	8.864859115	9.420332865	9.29718094	9.144108529	9.077417427	3.098700626	3.076438072	1.802297929	1.725706862	2.270981161	0
GNAI1	9.317481817	9.720421003	9.564354471	9.870469171	9.828879191	9.711255679	7.840810278	7.742444503	7.797078035	8.579292054	8.621521877	8.691571958
CD36	1.917527128	2.763642785	1.418354233	2.259885606	1.324284239	1.391862627	1.177010844	1.16299331	1.410613601	0.823048594	0	0
SEMA3C	2.90331136	4.536001392	3.350557202	4.449062299	4.731697315	4.356853114	4.22149771	4.820829364	4.385570819	4.224212462	4.982405028	3.374884031
AC008163.1	0	0.974662474	0	1.533447487	1.703158005	0.857651675	0	0	0	0	0	0
HGF	2.233785714	3.124568183	3.092143075	3.927019989	4.771965257	1.780838754	1.177010844	1.798436614	0.871253083	2.838573386	0	1.357447143
CACNA2D1	9.652299313	9.808462795	9.628263351	9.895080354	9.555147151	9.231537495	10.95009692	10.96389022	11.13725797	11.04721681	11.29708496	11.21888314
AC006145.1	0.945545212	0	0	0	1.324284239	1.780838754	0	0	0.871253083	1.343851745	1.186186261	1.357447143
PCLO	8.315554392	8.607212288	8.096278239	8.601696357	8.511708644	8.184452951	7.977019686	8.121969876	7.885740885	7.710372971	8.0360547	8.006855958
SEMA3E	9.190633237	8.888557195	9.115559333	9.248575131	8.734385681	8.955279817	8.240303227	8.196994657	8.101465426	8.240805926	7.70671832	7.971372262
RAD23BP2	0	1.551079271	0	0.961537214	0	0	0	1.798436614	0	0	0	0
SEMA3A	10.25427048	10.5348073	10.14442339	10.60506416	10.79488189	10.20772888	6.187479824	5.729200524	5.463395362	6.069231262	6.575725475	6.565883876
HMGN2P11	0	0.974662474	0	0	0	0	0	0	0	1.343851745	1.828228788	1.357447143
HNRNPA1P8	0.945545212	1.961824861	0.876882044	1.941914322	0.809038275	0.857651675	1.816458915	1.16299331	1.410613601	0	0	0
SEMA3D	6.212324385	5.677774085	5.812563514	6.522759481	5.824034362	5.513008941	1.177010844	3.60323329	2.932440767	3.891859343	2.270981161	3.912728777
HSPA8P16	0	0	0.876882044	0	0	0	2.868961421	1.798436614	2.11003049	2.838573386	3.311580062	1.357447143
GRM3	5.383370079	6.425190073	5.034888412	5.596016411	6.223040681	4.878873474	1.177010844	0	2.11003049	2.838573386	0	0
AC005009.2	2.233785714	3.124568183	2.373512039	2.520276096	0	0	1.177010844	0	0	0.823048594	2.609286169	0
KIAA1324L	10.95442412	11.04297348	10.84240249	10.9057666	11.09535836	10.75039127	8.926340712	8.537317046	8.70201602	9.153285506	8.904827515	8.826774052
AC005076.1	4.353623099	4.705685787	4.214470328	4.679872893	4.307507054	4.569151812	3.098700626	3.60323329	2.932440767	2.0273529	3.485946329	1.357447143
DMTF1	11.32414514	11.21977234	11.30603489	11.14484927	11.22021428	11.03187101	10.24273945	10.59807041	10.32159569	10.13336821	10.0717976	10.4552838
